(8, 663, 822)
(152, 626, 925)
(230, 650, 763)
(728, 801, 816)
(150, 212, 449)
(414, 466, 691)
(677, 769, 841)
(721, 760, 962)
(393, 782, 940)
(310, 507, 808)
(112, 719, 758)
(6, 397, 470)
(540, 702, 717)
(149, 209, 449)
(15, 809, 951)
(9, 31, 903)
(77, 209, 913)
(172, 224, 679)
(204, 469, 488)
(194, 537, 622)
(395, 535, 569)
(622, 668, 721)
(79, 132, 896)
(262, 277, 614)
(164, 409, 748)
(232, 299, 666)
(159, 252, 896)
(349, 538, 692)
(206, 256, 813)
(109, 192, 646)
(61, 292, 906)
(96, 549, 820)
(295, 503, 957)
(51, 546, 986)
(460, 756, 859)
(108, 428, 931)
(199, 874, 886)
(15, 768, 892)
(130, 796, 861)
(284, 411, 486)
(4, 148, 595)
(32, 683, 754)
(47, 84, 336)
(298, 562, 919)
(541, 701, 941)
(421, 517, 829)
(22, 101, 838)
(96, 226, 349)
(330, 609, 830)
(85, 466, 580)
(33, 159, 247)
(19, 237, 695)
(248, 423, 918)
(61, 176, 822)
(486, 778, 947)
(469, 805, 901)
(262, 564, 633)
(696, 743, 830)
(441, 759, 871)
(60, 490, 929)
(14, 252, 505)
(48, 229, 852)
(73, 395, 747)
(552, 856, 867)
(152, 379, 402)
(342, 630, 871)
(395, 539, 894)
(80, 173, 847)
(210, 671, 827)
(539, 616, 931)
(5, 477, 998)
(205, 226, 247)
(55, 147, 266)
(16, 521, 971)
(16, 25, 403)
(255, 409, 596)
(74, 994, 996)
(227, 526, 949)
(156, 429, 987)
(248, 351, 685)
(85, 824, 925)
(108, 269, 859)
(655, 753, 804)
(45, 282, 503)
(233, 247, 596)
(46, 515, 707)
(167, 231, 750)
(328, 468, 740)
(105, 356, 973)
(244, 388, 672)
(364, 819, 837)
(108, 217, 615)
(372, 582, 822)
(173, 643, 772)
(13, 715, 948)
(1, 237, 738)
(444, 574, 670)
(144, 864, 976)
(187, 631, 714)
(21, 334, 539)
(76, 869, 915)
(298, 370, 372)
(268, 442, 738)
(372, 521, 663)
(193, 220, 997)
(18, 474, 612)
(271, 523, 730)
(204, 492, 584)
(696, 901, 975)
(80, 636, 956)
(444, 518, 622)
(755, 776, 931)
(163, 473, 832)
(215, 569, 780)
(199, 420, 915)
(149, 215, 992)
(428, 925, 955)
(38, 365, 509)
(89, 484, 989)
(57, 638, 879)
(134, 511, 743)
(631, 846, 929)
(178, 882, 900)
(18, 350, 400)
(157, 432, 797)
(584, 826, 830)
(72, 136, 824)
(236, 439, 441)
(682, 796, 958)
(10, 348, 430)
(23, 510, 513)
(318, 633, 681)
(101, 365, 782)
(0, 82, 502)
(223, 437, 880)
(39, 186, 453)
(74, 504, 570)
(303, 720, 799)
(41, 203, 728)
(209, 772, 789)
(429, 695, 840)
(168, 654, 898)
(107, 129, 968)
(163, 392, 459)
(8, 377, 691)
(93, 381, 726)
(21, 379, 692)
(245, 248, 621)
(535, 645, 784)
(384, 486, 594)
(36, 129, 655)
(603, 714, 993)
(399, 428, 443)
(502, 699, 923)
(33, 95, 972)
(153, 650, 739)
(204, 234, 354)
(535, 690, 949)
(52, 775, 793)
(337, 734, 855)
(57, 426, 563)
(279, 657, 692)
(96, 140, 580)
(570, 641, 909)
(261, 818, 999)
(373, 737, 906)
(388, 672, 900)
(39, 409, 660)
(156, 412, 976)
(17, 176, 377)
(190, 198, 700)
(32, 209, 915)
(174, 518, 852)
(120, 495, 509)
(134, 140, 818)
(231, 311, 614)
(164, 488, 748)
(192, 282, 534)
(163, 204, 511)
(433, 781, 874)
(572, 856, 996)
(356, 395, 525)
(294, 850, 864)
(126, 772, 914)
(337, 697, 766)
(58, 640, 754)
(469, 521, 994)
(463, 646, 897)
(46, 78, 700)
(26, 117, 521)
(584, 685, 711)
(0, 121, 747)
(180, 216, 820)
(441, 561, 670)
(83, 182, 213)
(741, 882, 927)
(389, 598, 635)
(311, 350, 753)
(161, 504, 601)
(555, 721, 856)
(455, 542, 673)
(91, 420, 431)
(455, 530, 581)
(56, 514, 870)
(22, 556, 599)
(609, 714, 846)
(94, 137, 652)
(15, 641, 905)
(365, 777, 847)
(246, 662, 825)
(395, 566, 672)
(24, 112, 829)
(114, 242, 993)
(161, 539, 989)
(510, 704, 979)
(92, 524, 861)
(290, 294, 533)
(216, 222, 439)
(108, 257, 674)
(457, 599, 689)
(6, 317, 792)
(243, 478, 904)
(163, 521, 805)
(266, 631, 742)
(114, 448, 935)
(18, 49, 480)
(375, 385, 833)
(534, 761, 876)
(518, 622, 865)
(529, 632, 836)
(154, 254, 469)
(178, 478, 541)
(519, 644, 846)
(13, 181, 691)
(21, 249, 375)
(72, 114, 387)
(13, 523, 577)
(331, 800, 958)
(627, 870, 984)
(35, 457, 877)
(22, 304, 347)
(244, 388, 789)
(43, 281, 645)
(570, 584, 607)
(126, 647, 850)
(48, 830, 943)
(217, 532, 808)
(476, 477, 638)
(336, 569, 886)
(404, 624, 689)
(190, 851, 926)
(325, 486, 502)
(114, 505, 904)
(255, 377, 585)
(188, 521, 778)
(250, 441, 520)
(77, 367, 941)
(189, 550, 822)
(68, 528, 609)
(144, 529, 886)
(278, 460, 663)
(375, 837, 973)
(321, 698, 870)
(485, 640, 888)
(158, 311, 714)
(185, 819, 933)
(179, 312, 702)
(186, 589, 612)
(248, 305, 630)
(223, 485, 725)
(482, 961, 976)
(260, 626, 903)
(630, 750, 921)
(471, 551, 899)
(24, 431, 456)
(6, 174, 665)
(414, 731, 990)
(43, 349, 977)
(529, 754, 814)
(40, 97, 150)
(258, 461, 708)
(500, 740, 829)
(516, 788, 893)
(294, 392, 563)
(154, 192, 751)
(209, 219, 981)
(507, 701, 953)
(494, 710, 937)
(51, 303, 535)
(3, 64, 286)
(24, 456, 605)
(78, 229, 560)
(389, 474, 994)
(137, 549, 983)
(382, 802, 909)
(765, 847, 861)
(50, 412, 419)
(384, 594, 739)
(27, 439, 767)
(236, 290, 967)
(451, 625, 941)
(357, 429, 835)
(456, 661, 842)
(122, 175, 390)
(64, 406, 607)
(134, 254, 785)
(468, 513, 650)
(422, 593, 948)
(71, 353, 409)
(316, 471, 532)
(574, 757, 968)
(83, 541, 641)
(34, 132, 379)
(169, 532, 952)
(239, 763, 967)
(42, 810, 937)
(187, 302, 568)
(529, 762, 798)
(14, 450, 493)
(1, 255, 305)
(29, 37, 915)
(228, 302, 539)
(63, 860, 894)
(168, 396, 689)
(388, 650, 879)
(260, 413, 766)
(298, 768, 807)
(153, 217, 347)
(123, 143, 367)
(144, 508, 785)
(70, 197, 368)
(229, 985, 991)
(208, 362, 379)
(13, 549, 715)
(36, 430, 923)
(73, 537, 915)
(426, 448, 823)
(165, 352, 848)
(228, 460, 837)
(632, 641, 974)
(382, 903, 906)
(96, 776, 949)
(402, 847, 966)
(425, 777, 979)
(867, 926, 976)
(57, 301, 495)
(95, 109, 173)
(187, 371, 859)
(25, 292, 432)
(358, 364, 999)
(342, 582, 753)
(229, 571, 769)
(244, 261, 406)
(213, 433, 471)
(352, 701, 962)
(97, 163, 797)
(270, 597, 992)
(345, 556, 920)
(28, 470, 947)
(583, 788, 926)
(96, 466, 619)
(109, 328, 536)
(112, 443, 588)
(310, 759, 874)
(86, 285, 840)
(124, 142, 332)
(121, 161, 300)
(318, 997, 999)
(88, 609, 633)
(749, 754, 893)
(25, 46, 765)
(14, 370, 882)
(215, 722, 991)
(370, 733, 787)
(125, 160, 391)
(564, 633, 949)
(387, 551, 664)
(21, 307, 582)
(131, 419, 564)
(111, 180, 289)
(91, 740, 933)
(615, 763, 888)
(98, 512, 792)
(121, 971, 986)
(219, 728, 857)
(86, 448, 900)
(227, 502, 943)
(337, 450, 705)
(274, 328, 536)
(145, 289, 860)
(296, 536, 666)
(36, 180, 722)
(361, 518, 645)
(486, 656, 804)
(207, 419, 520)
(267, 497, 706)
(193, 334, 813)
(487, 757, 818)
(347, 384, 897)
(669, 724, 795)
(417, 914, 985)
(391, 413, 450)
(442, 452, 660)
(185, 693, 912)
(243, 858, 987)
(3, 89, 162)
(80, 678, 792)
(70, 145, 243)
(9, 403, 626)
(269, 440, 487)
(120, 267, 659)
(184, 778, 804)
(8, 640, 706)
(42, 295, 377)
(539, 804, 989)
(118, 304, 772)
(35, 470, 927)
(443, 557, 598)
(68, 234, 528)
(195, 544, 857)
(506, 535, 737)
(179, 442, 651)
(233, 544, 571)
(40, 70, 80)
(76, 632, 974)
(369, 769, 988)
(124, 407, 539)
(100, 537, 789)
(190, 267, 785)
(12, 389, 841)
(309, 339, 590)
(186, 418, 646)
(145, 565, 896)
(273, 396, 863)
(466, 817, 871)
(540, 541, 753)
(569, 582, 685)
(188, 203, 959)
(10, 430, 602)
(267, 387, 692)
(190, 526, 766)
(570, 895, 985)
(17, 205, 696)
(172, 230, 268)
(14, 259, 505)
(705, 944, 971)
(107, 130, 379)
(87, 96, 565)
(95, 121, 494)
(78, 634, 650)
(192, 617, 753)
(13, 183, 866)
(197, 603, 854)
(74, 131, 973)
(175, 406, 683)
(81, 375, 790)
(353, 691, 762)
(66, 442, 886)
(254, 267, 785)
(152, 166, 912)
(254, 462, 974)
(253, 745, 888)
(766, 901, 911)
(152, 424, 882)
(189, 222, 369)
(83, 260, 261)
(834, 929, 967)
(25, 76, 319)
(147, 149, 790)
(352, 495, 887)
(84, 670, 828)
(49, 120, 219)
(288, 414, 568)
(621, 693, 740)
(545, 550, 861)
(194, 264, 536)
(380, 634, 760)
(85, 228, 987)
(714, 767, 841)
(259, 650, 739)
(504, 758, 904)
(13, 691, 998)
(90, 264, 504)
(310, 326, 366)
(110, 286, 630)
(335, 542, 651)
(632, 967, 975)
(454, 700, 960)
(78, 259, 633)
(212, 399, 995)
(105, 248, 939)
(290, 307, 781)
(163, 282, 547)
(15, 211, 376)
(27, 60, 997)
(441, 670, 861)
(52, 141, 393)
(27, 740, 829)
(176, 380, 390)
(355, 540, 805)
(31, 95, 972)
(324, 777, 957)
(112, 529, 745)
(15, 402, 407)
(215, 411, 560)
(377, 533, 576)
(163, 312, 633)
(126, 630, 662)
(51, 830, 871)
(413, 648, 655)
(54, 587, 961)
(245, 534, 977)
(32, 134, 432)
(304, 802, 876)
(333, 852, 859)
(42, 236, 316)
(317, 587, 758)
(71, 920, 941)
(397, 640, 679)
(540, 589, 833)
(30, 858, 914)
(80, 81, 841)
(434, 539, 709)
(495, 541, 866)
(95, 494, 694)
(285, 561, 885)
(6, 866, 991)
(238, 300, 813)
(371, 803, 985)
(98, 187, 648)
(195, 438, 882)
(221, 312, 762)
(591, 666, 858)
(52, 681, 792)
(493, 749, 793)
(618, 690, 987)
(183, 270, 542)
(97, 518, 864)
(50, 207, 332)
(470, 800, 929)
(745, 788, 794)
(97, 209, 793)
(551, 720, 968)
(115, 281, 511)
(66, 642, 739)
(10, 88, 981)
(12, 145, 856)
(83, 373, 435)
(422, 555, 660)
(409, 687, 795)
(158, 740, 909)
(256, 862, 909)
(598, 870, 971)
(366, 378, 951)
(84, 498, 909)
(509, 571, 843)
(55, 372, 748)
(62, 118, 531)
(242, 780, 993)
(26, 113, 314)
(239, 430, 854)
(320, 778, 897)
(368, 403, 854)
(67, 614, 962)
(276, 285, 916)
(347, 522, 942)
(539, 859, 913)
(42, 133, 870)
(308, 444, 919)
(437, 825, 933)
(53, 668, 702)
(339, 438, 570)
(199, 381, 615)
(108, 226, 269)
(529, 708, 754)
(369, 386, 836)
(645, 676, 934)
(3, 75, 657)
(97, 854, 952)
(115, 526, 866)
(450, 775, 812)
(33, 553, 625)
(119, 494, 870)
(114, 262, 927)
(19, 71, 749)
(25, 444, 482)
(25, 855, 867)
(228, 791, 878)
(66, 279, 700)
(145, 404, 506)
(43, 119, 405)
(4, 81, 336)
(38, 152, 529)
(228, 560, 635)
(99, 150, 770)
(210, 618, 707)
(55, 349, 823)
(46, 158, 515)
(331, 863, 917)
(220, 342, 841)
(207, 292, 764)
(7, 858, 914)
(258, 416, 821)
(66, 344, 373)
(430, 823, 904)
(15, 313, 939)
(581, 591, 911)
(299, 783, 885)
(356, 557, 692)
(282, 547, 568)
(392, 443, 686)
(232, 432, 511)
(63, 75, 165)
(201, 692, 970)
(54, 150, 203)
(317, 523, 907)
(420, 700, 999)
(19, 691, 993)
(516, 518, 881)
(88, 412, 779)
(267, 349, 787)
(63, 204, 732)
(105, 467, 735)
(20, 901, 980)
(285, 615, 671)
(41, 511, 539)
(409, 767, 939)
(311, 800, 896)
(161, 552, 606)
(251, 354, 806)
(81, 169, 729)
(40, 154, 489)
(39, 521, 755)
(328, 481, 604)
(217, 534, 584)
(530, 593, 674)
(23, 44, 476)
(10, 346, 819)
(469, 488, 994)
(179, 501, 731)
(9, 151, 179)
(221, 242, 664)
(90, 391, 732)
(90, 182, 607)
(468, 671, 846)
(250, 256, 989)
(215, 411, 893)
(567, 876, 940)
(59, 225, 687)
(230, 623, 840)
(415, 949, 991)
(516, 881, 888)
(29, 304, 866)
(168, 360, 703)
(55, 682, 882)
(320, 472, 543)
(163, 456, 620)
(108, 335, 886)
(352, 398, 613)
(34, 268, 913)
(291, 385, 431)
(160, 204, 747)
(373, 670, 908)
(173, 597, 601)
(206, 474, 535)
(359, 372, 756)
(27, 474, 822)
(379, 901, 947)
(163, 267, 297)
(510, 742, 907)
(434, 885, 982)
(135, 336, 536)
(146, 551, 756)
(4, 582, 833)
(68, 104, 683)
(332, 852, 983)
(311, 525, 791)
(73, 147, 343)
(160, 738, 922)
(372, 547, 953)
(48, 464, 596)
(427, 784, 791)
(18, 54, 340)
(816, 928, 964)
(14, 259, 815)
(229, 448, 713)
(192, 531, 637)
(278, 420, 462)
(524, 620, 884)
(293, 839, 876)
(270, 281, 605)
(65, 217, 554)
(637, 805, 826)
(101, 365, 402)
(197, 627, 656)
(193, 578, 935)
(218, 570, 776)
(33, 226, 247)
(24, 456, 604)
(61, 695, 780)
(330, 654, 956)
(200, 616, 812)
(80, 631, 969)
(296, 395, 749)
(406, 485, 689)
(196, 258, 662)
(132, 825, 835)
(78, 560, 634)
(317, 792, 937)
(70, 436, 934)
(299, 470, 929)
(46, 171, 887)
(615, 735, 978)
(279, 488, 979)
(141, 603, 712)
(624, 719, 913)
(792, 919, 921)
(77, 241, 566)
(129, 193, 442)
(105, 134, 251)
(201, 364, 905)
(28, 587, 961)
(793, 845, 854)
(275, 312, 815)
(519, 732, 991)
(132, 334, 858)
(336, 523, 749)
(83, 618, 893)
(1, 237, 822)
(587, 700, 723)
(497, 706, 975)
(54, 598, 864)
(361, 657, 722)
(379, 442, 813)
(311, 415, 714)
(390, 817, 973)
(39, 83, 678)
(84, 602, 918)
(518, 622, 864)
(209, 282, 575)
(589, 898, 955)
(106, 354, 816)
(108, 123, 561)
(69, 142, 271)
(20, 789, 919)
(172, 614, 786)
(543, 823, 882)
(430, 682, 692)
(619, 960, 967)
(79, 383, 618)
(521, 956, 985)
(707, 787, 938)
(442, 660, 730)
(66, 522, 544)
(0, 121, 831)
(5, 203, 248)
(613, 812, 893)
(306, 407, 527)
(678, 713, 973)
(331, 705, 796)
(227, 595, 834)
(630, 647, 851)
(473, 602, 727)
(267, 522, 557)
(197, 555, 912)
(615, 705, 744)
(33, 396, 857)
(237, 615, 756)
(373, 450, 747)
(143, 279, 914)
(197, 473, 702)
(353, 432, 941)
(469, 478, 503)
(78, 162, 484)
(201, 339, 540)
(325, 491, 888)
(40, 159, 489)
(137, 394, 407)
(0, 541, 643)
(556, 590, 666)
(299, 358, 753)
(209, 808, 997)
(12, 206, 954)
(183, 232, 955)
(61, 88, 545)
(259, 791, 878)
(164, 462, 826)
(37, 308, 933)
(93, 239, 508)
(116, 507, 953)
(178, 478, 540)
(398, 672, 994)
(414, 621, 633)
(31, 679, 778)
(351, 876, 975)
(187, 284, 523)
(51, 303, 534)
(182, 291, 751)
(393, 540, 569)
(87, 176, 699)
(250, 922, 976)
(52, 231, 749)
(136, 821, 835)
(360, 703, 889)
(25, 403, 948)
(455, 476, 607)
(199, 333, 860)
(148, 237, 615)
(84, 343, 733)
(77, 110, 183)
(33, 813, 998)
(95, 736, 835)
(535, 645, 676)
(331, 800, 959)
(50, 401, 876)
(224, 264, 897)
(396, 802, 827)
(289, 531, 601)
(832, 864, 953)
(229, 584, 716)
(181, 511, 841)
(11, 32, 938)
(252, 343, 632)
(21, 49, 483)
(146, 948, 951)
(175, 363, 987)
(201, 322, 858)
(491, 544, 698)
(34, 118, 233)
(165, 551, 681)
(414, 563, 922)
(306, 453, 856)
(302, 323, 954)
(89, 374, 446)
(130, 486, 777)
(86, 585, 960)
(479, 571, 971)
(763, 871, 883)
(458, 565, 912)
(437, 681, 947)
(93, 538, 606)
(28, 487, 712)
(296, 451, 712)
(431, 790, 832)
(84, 506, 931)
(74, 373, 752)
(10, 348, 775)
(91, 200, 634)
(559, 828, 850)
(469, 585, 883)
(293, 500, 528)
(317, 428, 968)
(452, 459, 932)
(55, 157, 913)
(206, 632, 951)
(41, 511, 741)
(703, 802, 804)
(192, 862, 907)
(207, 253, 777)
(23, 147, 499)
(21, 388, 672)
(369, 571, 769)
(50, 553, 780)
(408, 509, 998)
(277, 329, 787)
(301, 765, 847)
(109, 354, 806)
(156, 169, 414)
(345, 562, 986)
(223, 355, 579)
(113, 772, 940)
(585, 613, 619)
(80, 701, 974)
(268, 571, 868)
(661, 742, 770)
(227, 907, 927)
(233, 406, 622)
(226, 270, 721)
(62, 173, 252)
(349, 377, 483)
(570, 641, 764)
(203, 485, 741)
(208, 255, 916)
(145, 309, 339)
(294, 713, 904)
(319, 660, 866)
(484, 858, 995)
(203, 812, 950)
(641, 670, 974)
(308, 332, 857)
(390, 597, 836)
(139, 272, 562)
(322, 440, 611)
(35, 639, 979)
(64, 305, 458)
(449, 821, 891)
(129, 276, 492)
(177, 273, 655)
(236, 494, 807)
(224, 679, 820)
(556, 624, 909)
(52, 68, 993)
(68, 753, 870)
(270, 353, 752)
(297, 670, 886)
(304, 540, 925)
(57, 561, 895)
(224, 536, 737)
(183, 253, 777)
(26, 350, 561)
(869, 943, 969)
(255, 444, 850)
(281, 562, 962)
(661, 932, 992)
(100, 601, 998)
(235, 933, 957)
(617, 822, 902)
(127, 349, 721)
(210, 383, 618)
(439, 456, 670)
(56, 112, 593)
(145, 446, 670)
(212, 292, 545)
(574, 783, 974)
(393, 498, 802)
(89, 625, 735)
(335, 636, 770)
(232, 640, 929)
(156, 336, 613)
(96, 322, 607)
(78, 839, 894)
(515, 532, 862)
(224, 608, 897)
(66, 312, 603)
(387, 741, 805)
(130, 247, 986)
(246, 803, 834)
(645, 676, 920)
(104, 217, 826)
(272, 517, 766)
(11, 311, 355)
(114, 584, 707)
(394, 751, 770)
(66, 119, 522)
(129, 138, 818)
(148, 383, 992)
(727, 946, 972)
(89, 358, 398)
(67, 912, 978)
(149, 392, 716)
(331, 796, 958)
(592, 607, 836)
(77, 590, 666)
(359, 417, 869)
(415, 446, 784)
(407, 485, 625)
(153, 154, 834)
(129, 350, 398)
(488, 568, 966)
(377, 635, 862)
(123, 147, 984)
(525, 714, 905)
(136, 525, 633)
(667, 734, 867)
(194, 631, 749)
(36, 267, 659)
(359, 749, 846)
(189, 264, 731)
(653, 714, 905)
(494, 629, 923)
(40, 500, 554)
(364, 402, 652)
(153, 306, 429)
(712, 802, 864)
(3, 112, 397)
(124, 373, 893)
(88, 763, 967)
(266, 374, 654)
(232, 646, 964)
(19, 802, 815)
(112, 494, 964)
(302, 599, 825)
(617, 816, 991)
(767, 859, 860)
(504, 659, 935)
(133, 317, 768)
(125, 355, 402)
(18, 233, 611)
(57, 124, 539)
(687, 690, 939)
(298, 390, 766)
(316, 825, 921)
(328, 608, 894)
(86, 292, 772)
(322, 510, 678)
(214, 240, 408)
(92, 157, 949)
(415, 583, 832)
(67, 680, 949)
(160, 332, 522)
(193, 201, 784)
(141, 603, 714)
(283, 436, 505)
(9, 11, 454)
(360, 657, 693)
(440, 483, 511)
(382, 802, 910)
(98, 571, 809)
(105, 397, 628)
(127, 374, 919)
(456, 611, 799)
(234, 823, 925)
(355, 646, 731)
(172, 274, 316)
(331, 624, 917)
(197, 419, 946)
(48, 591, 651)
(135, 754, 995)
(13, 183, 438)
(456, 835, 935)
(88, 740, 794)
(466, 646, 846)
(183, 406, 623)
(430, 458, 550)
(6, 311, 465)
(78, 633, 735)
(331, 753, 814)
(191, 773, 926)
(424, 922, 976)
(110, 358, 658)
(308, 425, 777)
(310, 727, 777)
(408, 642, 864)
(284, 411, 483)
(326, 412, 812)
(32, 683, 759)
(150, 328, 536)
(223, 505, 746)
(456, 551, 611)
(256, 394, 816)
(362, 423, 773)
(672, 826, 976)
(277, 521, 620)
(34, 258, 450)
(16, 255, 347)
